Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Main Actors
tt3425034,6,2021-11-26,Allacciate le cinture,Allacciate le cinture,https://www.imdb.com/title/tt3425034,Film,6.5,110,2014,"Drammatico, Commedia",3282,2014-03-06,Ferzan Özpetek,"Kasia Smutniak, Francesco Arca, Filippo Scicchitano"
tt9032400,5,2021-11-23,Eternals,Eternals,https://www.imdb.com/title/tt9032400,Film,6.2,156,2021,"Azione, Fantastico, Fantascienza, Avventura",419151,2021-11-03,Chloé Zhao,"Gemma Chan, Richard Madden, Angelina Jolie"
tt0780536,5,2021-11-23,In Bruges - La coscienza dell'assassino,In Bruges,https://www.imdb.com/title/tt0780536,Film,7.9,107,2008,"Poliziesco, Drammatico, Commedia, Thriller",486800,2008-05-16,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ciarán Hinds"
tt3750872,6,2021-11-16,The Wife - Vivere nell'ombra,The Wife,https://www.imdb.com/title/tt3750872,Film,7.2,99,2017,Drammatico,44722,2018-10-04,Björn Runge,"Glenn Close, Jonathan Pryce, Max Irons"
tt12744120,6,2021-11-09,Ariaferma,Ariaferma,https://www.imdb.com/title/tt12744120,Film,7.0,117,2021,Drammatico,1950,2021-10-14,Leonardo Di Costanzo,"Toni Servillo, Silvio Orlando, Fabrizio Ferracane"
tt0115956,6,2021-11-02,Il coraggio della verità,Courage Under Fire,https://www.imdb.com/title/tt0115956,Film,6.6,116,1996,"Drammatico, Thriller, Azione, Guerra, Giallo",62857,1997-01-31,Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips"
tt2382320,6,2021-10-12,No Time to Die,No Time to Die,https://www.imdb.com/title/tt2382320,Film,7.3,163,2021,"Azione, Thriller, Avventura",476663,2021-09-30,Cary Joji Fukunaga,"Daniel Craig, Ana de Armas, Rami Malek"
tt1160419,7,2021-10-06,Dune,Dune: Part One,https://www.imdb.com/title/tt1160419,Film,8.0,155,2021,"Fantascienza, Avventura, Drammatico, Azione",990813,2021-09-16,Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Zendaya"
tt2305051,7,2021-09-28,Wild,Wild,https://www.imdb.com/title/tt2305051,Film,7.1,115,2014,"Drammatico, Biografico, Avventura",144840,2015-03-05,Jean-Marc Vallée,"Reese Witherspoon, Laura Dern, Gaby Hoffmann"
tt4761112,6,2021-08-26,The Mauritanian,The Mauritanian,https://www.imdb.com/title/tt4761112,Film,7.5,129,2021,"Thriller, Drammatico, Biografico",70404,2021-02-19,Kevin Macdonald,"Tahar Rahim, Nouhe Hamady Bari, Saadna Hamoud"
tt1226753,7,2021-08-13,Il debito,The Debt,https://www.imdb.com/title/tt1226753,Film,6.8,113,2010,"Thriller, Drammatico",73543,2011-09-16,John Madden,"Helen Mirren, Sam Worthington, Tom Wilkinson"
tt3168230,7,2021-08-04,Mr. Holmes - Il mistero del caso irrisolto,Mr. Holmes,https://www.imdb.com/title/tt3168230,Film,6.8,104,2015,"Drammatico, Giallo, Poliziesco, Thriller, Per famiglie",69905,2015-11-19,Bill Condon,"Ian McKellen, Laura Linney, Hiroyuki Sanada"
tt2261331,6,2021-07-31,Black Sea,Black Sea,https://www.imdb.com/title/tt2261331,Film,6.4,114,2014,"Avventura, Thriller, Drammatico",42821,2015-04-16,Kevin Macdonald,"Jude Law, Scoot McNairy, Ben Mendelsohn"
tt0253474,7,2021-07-27,Il pianista,The Pianist,https://www.imdb.com/title/tt0253474,Film,8.5,150,2002,"Biografico, Musica, Drammatico, Guerra",994215,2002-10-25,Roman Polanski,"Adrien Brody, Thomas Kretschmann, Frank Finlay"
tt0935075,6,2021-07-19,Rabbit Hole,Rabbit Hole,https://www.imdb.com/title/tt0935075,Film,6.9,91,2010,Drammatico,52525,2011-02-10,John Cameron Mitchell,"Nicole Kidman, Aaron Eckhart, Dianne Wiest"
tt0477080,6,2021-07-09,Unstoppable - Fuori controllo,Unstoppable,https://www.imdb.com/title/tt0477080,Film,6.8,98,2010,"Azione, Thriller",216448,2010-11-12,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson"
tt0106489,6,2021-07-03,Bronx,A Bronx Tale,https://www.imdb.com/title/tt0106489,Film,7.8,121,1993,"Poliziesco, Drammatico",179247,1994-01-28,Robert De Niro,"Robert De Niro, Chazz Palminteri, Lillo Brancato"
tt0432283,6,2021-06-20,Fantastic Mr. Fox,Fantastic Mr. Fox,https://www.imdb.com/title/tt0432283,Film,7.9,87,2009,"Animazione, Avventura, Commedia, Poliziesco, Per famiglie, Drammatico",296915,2010-04-02,Wes Anderson,"George Clooney, Meryl Streep, Bill Murray"
tt2692904,7,2021-06-11,Locke,Locke,https://www.imdb.com/title/tt2692904,Film,7.1,85,2013,Drammatico,166851,2014-04-30,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson"
tt8593904,6,2021-06-08,Rifkin's Festival,Rifkin's Festival,https://www.imdb.com/title/tt8593904,Film,6.1,88,2020,"Commedia, Sentimentale",10563,2020-10-02,Woody Allen,"Wallace Shawn, Damian Chapa, Bobby Slayton"
tt8134470,5,2021-06-07,The Undoing - Le verità non dette,The Undoing,https://www.imdb.com/title/tt8134470,Mini serie TV,7.4,60,2020,"Drammatico, Thriller, Poliziesco, Giallo",115157,2020-12-11,,"Nicole Kidman, Hugh Grant, Noah Jupe"
tt0104348,6,2021-06-05,Americani,Glengarry Glen Ross,https://www.imdb.com/title/tt0104348,Film,7.6,100,1992,"Poliziesco, Giallo, Drammatico",124884,1992-09-15,James Foley,"Al Pacino, Jack Lemmon, Alec Baldwin"
tt2937898,7,2021-06-02,1981: Indagine a New York,A Most Violent Year,https://www.imdb.com/title/tt2937898,Film,6.9,125,2014,"Drammatico, Poliziesco, Thriller",80894,2016-02-04,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo"
tt1600196,6,2021-05-30,Chi è senza colpa,The Drop,https://www.imdb.com/title/tt1600196,Film,7.0,106,2014,"Poliziesco, Drammatico, Thriller, Giallo",168453,2015-03-19,Michaël R. Roskam,"Tom Hardy, Noomi Rapace, James Gandolfini"
tt0375063,8,2021-05-29,Sideways - In viaggio con Jack,Sideways,https://www.imdb.com/title/tt0375063,Film,7.5,127,2004,"Commedia, Drammatico, Sentimentale",214550,2005-02-16,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen"
tt6139732,5,2021-05-24,Aladdin,Aladdin,https://www.imdb.com/title/tt6139732,Film,6.9,128,2019,"Musical, Avventura, Fantastico, Sentimentale, Per famiglie, Commedia",309725,2019-05-22,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott"
tt0452623,8,2021-05-21,Gone Baby Gone,Gone Baby Gone,https://www.imdb.com/title/tt0452623,Film,7.6,114,2007,"Drammatico, Giallo, Poliziesco, Thriller",305764,2008-04-04,Ben Affleck,"Morgan Freeman, Ed Harris, Casey Affleck"
tt2267998,7,2021-05-21,L'amore bugiardo - Gone Girl,Gone Girl,https://www.imdb.com/title/tt2267998,Film,8.1,149,2014,"Thriller, Drammatico, Giallo",1147529,2014-12-18,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris"
tt10340460,4,2021-05-21,Si vive una volta sola,Si vive una volta sola,https://www.imdb.com/title/tt10340460,Film,5.3,105,2021,Commedia,1142,2021-05-13,Carlo Verdone,"Carlo Verdone, Rocco Papaleo, Anna Foglietta"
tt4595882,7,2021-05-18,Copia originale,Can You Ever Forgive Me?,https://www.imdb.com/title/tt4595882,Film,7.1,106,2018,"Drammatico, Biografico, Commedia, Poliziesco",58230,2019-02-21,Marielle Heller,"Melissa McCarthy, Richard E. Grant, Dolly Wells"
tt0120768,6,2021-05-18,Il negoziatore,The Negotiator,https://www.imdb.com/title/tt0120768,Film,7.3,140,1998,"Poliziesco, Giallo, Azione, Drammatico, Thriller",165033,1998-11-27,F. Gary Gray,"Samuel L. Jackson, Kevin Spacey, David Morse"
tt4540710,7,2021-05-05,Miss Sloane - Giochi di potere,Miss Sloane,https://www.imdb.com/title/tt4540710,Film,7.5,132,2016,Drammatico,87422,2017-09-07,John Madden,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw"
tt9770150,7,2021-05-02,Nomadland,Nomadland,https://www.imdb.com/title/tt9770150,Film,7.3,107,2020,Drammatico,197356,2021-04-29,Chloé Zhao,"Frances McDormand, David Strathairn, Linda May"
tt0067116,7,2021-05-02,Il braccio violento della legge,The French Connection,https://www.imdb.com/title/tt0067116,Film,7.7,104,1971,"Poliziesco, Drammatico, Thriller, Azione",148199,1972-03-03,William Friedkin,"Gene Hackman, Roy Scheider, Fernando Rey"
tt4645330,8,2021-04-25,La verità negata,Denial,https://www.imdb.com/title/tt4645330,Film,6.8,109,2016,"Drammatico, Biografico",24699,2016-11-17,Mick Jackson,"Rachel Weisz, Tom Wilkinson, Timothy Spall"
tt0313542,7,2021-04-24,La giuria,Runaway Jury,https://www.imdb.com/title/tt0313542,Film,7.1,127,2003,"Poliziesco, Drammatico, Thriller",119134,2004-01-30,Gary Fleder,"John Cusack, Rachel Weisz, Gene Hackman"
tt2671706,7,2021-04-19,Barriere,Fences,https://www.imdb.com/title/tt2671706,Film,7.2,139,2016,Drammatico,123854,2017-02-23,Denzel Washington,"Denzel Washington, Viola Davis, Stephen McKinley Henderson"
tt1355683,5,2021-04-17,Black Mass - L'ultimo gangster,Black Mass,https://www.imdb.com/title/tt1355683,Film,6.8,123,2015,"Drammatico, Poliziesco, Biografico",200706,2015-10-08,Scott Cooper,"Johnny Depp, Benedict Cumberbatch, Dakota Johnson"
tt0108550,7,2021-04-15,Buon compleanno Mr. Grape,What's Eating Gilbert Grape,https://www.imdb.com/title/tt0108550,Film,7.7,118,1993,Drammatico,266061,1995-03-03,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis"
tt1385826,6,2021-04-12,I guardiani del destino,The Adjustment Bureau,https://www.imdb.com/title/tt1385826,Film,7.0,106,2011,"Sentimentale, Thriller, Fantascienza, Poliziesco, Giallo, Drammatico",279933,2011-06-17,George Nolfi,"Matt Damon, Emily Blunt, Lisa Thoreson"
tt1189340,5,2021-04-12,The Lincoln Lawyer,The Lincoln Lawyer,https://www.imdb.com/title/tt1189340,Film,7.3,118,2011,"Drammatico, Poliziesco, Thriller, Giallo",266605,2011-03-18,Brad Furman,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe"
tt4513674,6,2021-04-12,Café Society,Café Society,https://www.imdb.com/title/tt4513674,Film,6.6,96,2016,"Commedia, Sentimentale, Drammatico",84150,2016-09-29,Woody Allen,"Jesse Eisenberg, Kristen Stewart, Steve Carell"
tt0100685,6,2021-04-07,Stato di grazia,State of Grace,https://www.imdb.com/title/tt0100685,Film,7.1,134,1990,"Azione, Sentimentale, Poliziesco, Drammatico, Thriller",28026,1990-09-14,Phil Joanou,"Sean Penn, Ed Harris, Gary Oldman"
tt2406566,4,2021-04-07,Atomica bionda,Atomic Blonde,https://www.imdb.com/title/tt2406566,Film,6.7,115,2017,"Thriller, Azione",217471,2017-08-17,David Leitch,"Charlize Theron, James McAvoy, John Goodman"
tt1972571,7,2021-04-05,La spia - A Most Wanted Man,A Most Wanted Man,https://www.imdb.com/title/tt1972571,Film,6.7,122,2014,"Thriller, Poliziesco, Drammatico",83811,2014-10-30,Anton Corbijn,"Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl"
tt1615147,7,2021-04-05,Margin Call,Margin Call,https://www.imdb.com/title/tt1615147,Film,7.1,107,2011,"Thriller, Drammatico",157667,2012-05-18,J.C. Chandor,"Zachary Quinto, Stanley Tucci, Kevin Spacey"
tt0098621,6,2021-04-02,La guerra dei Roses,The War of the Roses,https://www.imdb.com/title/tt0098621,Film,6.9,116,1989,"Sentimentale, Commedia",61590,1989-12-08,Danny DeVito,"Michael Douglas, Kathleen Turner, Danny DeVito"
tt6048922,6,2021-03-30,Greyhound: Il nemico invisibile,Greyhound,https://www.imdb.com/title/tt6048922,Film,7.0,91,2020,"Drammatico, Guerra, Storico",128983,2020-07-10,Aaron Schneider,"Tom Hanks, Elisabeth Shue, Stephen Graham"
tt0146882,6,2021-03-29,Alta fedeltà,High Fidelity,https://www.imdb.com/title/tt0146882,Film,7.4,113,2000,"Musica, Sentimentale, Drammatico, Commedia",197425,2000-07-07,Stephen Frears,"John Cusack, Iben Hjejle, Todd Louiso"
tt1935179,7,2021-03-27,Mud,Mud,https://www.imdb.com/title/tt1935179,Film,7.4,130,2012,"Drammatico, Avventura",197524,2014-08-28,Jeff Nichols,"Matthew McConaughey, Tye Sheridan, Jacob Lofland"
tt6571548,6,2021-03-20,La tigre bianca,The White Tiger,https://www.imdb.com/title/tt6571548,Film,7.1,125,2021,"Drammatico, Poliziesco",68645,2021-01-22,Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas"
tt2096673,8,2021-03-19,Inside Out,Inside Out,https://www.imdb.com/title/tt2096673,Film,8.1,95,2015,"Animazione, Commedia, Per famiglie, Avventura, Drammatico, Fantastico",892884,2015-09-16,"Pete Docter,Ronnie Del Carmen","Amy Poehler, Bill Hader, Lewis Black"
tt1869347,6,2021-03-14,Mistero a Crooked House,Crooked House,https://www.imdb.com/title/tt1869347,Film,6.3,115,2017,"Giallo, Poliziesco, Drammatico, Thriller",29790,2017-10-31,Gilles Paquet-Brenner,"Max Irons, Stefanie Martini, Glenn Close"
tt0408306,7,2021-03-14,Munich,Munich,https://www.imdb.com/title/tt0408306,Film,7.5,164,2005,"Drammatico, Thriller, Storico",250523,2006-01-27,Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze"
tt0230600,6,2021-03-10,The Others,The Others,https://www.imdb.com/title/tt0230600,Film,7.6,101,2001,"Giallo, Thriller, Horror",420503,2001-09-14,Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Fionnula Flanagan"
tt0162222,7,2021-03-08,Cast Away,Cast Away,https://www.imdb.com/title/tt0162222,Film,7.8,143,2000,"Sentimentale, Drammatico, Avventura",678600,2001-01-12,Robert Zemeckis,"Tom Hanks, Helen Hunt, Paul Sanchez"
tt0061735,7,2021-03-07,Indovina chi viene a cena?,Guess Who's Coming to Dinner,https://www.imdb.com/title/tt0061735,Film,7.8,108,1967,"Commedia, Drammatico",52058,1968-04-03,Stanley Kramer,"Spencer Tracy, Sidney Poitier, Katharine Hepburn"
tt0252985,7,2021-02-24,Chiedimi se sono felice,Chiedimi se sono felice,https://www.imdb.com/title/tt0252985,Film,7.2,100,2000,"Drammatico, Commedia",9327,2000-12-15,"Aldo Baglio,Giacomo Poretti,Giovanni Storti,Massimo Venier","Aldo Baglio, Giovanni Storti, Giacomo Poretti"
tt9893250,6,2021-02-24,I Care a Lot,I Care a Lot,https://www.imdb.com/title/tt9893250,Film,6.4,118,2020,"Commedia, Poliziesco, Thriller, Drammatico",156442,2021-02-19,J Blakeson,"Rosamund Pike, Peter Dinklage, Eiza González"
tt1535109,7,2021-02-22,Captain Phillips - Attacco in mare aperto,Captain Phillips,https://www.imdb.com/title/tt1535109,Film,7.8,134,2013,"Drammatico, Biografico, Thriller, Poliziesco, Azione",514133,2013-10-31,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman"
tt0166556,6,2021-02-22,Così è la vita,Così è la vita,https://www.imdb.com/title/tt0166556,Film,7.0,108,1998,"Avventura, Commedia",5952,1998-12-18,"Aldo Baglio,Giacomo Poretti,Giovanni Storti,Massimo Venier","Aldo Baglio, Giovanni Storti, Giacomo Poretti"
tt10514222,7,2021-02-20,Ma Rainey's Black Bottom,Ma Rainey's Black Bottom,https://www.imdb.com/title/tt10514222,Film,6.9,94,2020,"Drammatico, Musica",60261,2020-12-18,George C. Wolfe,"Viola Davis, Chadwick Boseman, Glynn Turman"
tt6878306,7,2021-02-15,Notizie dal mondo,News of the World,https://www.imdb.com/title/tt6878306,Film,6.8,118,2020,"Drammatico, Western, Avventura, Azione",100066,2021-02-10,Paul Greengrass,"Tom Hanks, Helena Zengel, Tom Astor"
tt0278504,7,2021-02-12,Insomnia,Insomnia,https://www.imdb.com/title/tt0278504,Film,7.2,118,2002,"Giallo, Drammatico, Thriller",336500,2002-11-08,Christopher Nolan,"Al Pacino, Robin Williams, Hilary Swank"
tt0402764,6,2021-02-12,L'amore è eterno finché dura,L'amore è eterno finché dura,https://www.imdb.com/title/tt0402764,Film,6.2,108,2004,"Commedia, Sentimentale",1318,2004-02-20,Carlo Verdone,"Carlo Verdone, Laura Morante, Stefania Rocca"
tt0135007,8,2021-02-12,Tre uomini e una gamba,Tre uomini e una gamba,https://www.imdb.com/title/tt0135007,Film,7.7,100,1997,Commedia,12938,1997-12-27,"Aldo Baglio,Giacomo Poretti,Giovanni Storti,Massimo Venier","Aldo Baglio, Giovanni Storti, Giacomo Poretti"
tt0088846,6,2021-02-06,Brazil,Brazil,https://www.imdb.com/title/tt0088846,Film,7.8,132,1985,"Fantascienza, Drammatico, Thriller",220035,1985-03-15,Terry Gilliam,"Jonathan Pryce, Kim Greist, Robert De Niro"
tt4971344,4,2021-02-06,I fratelli Sisters,The Sisters Brothers,https://www.imdb.com/title/tt4971344,Film,6.9,122,2018,"Western, Drammatico",74688,2019-05-02,Jacques Audiard,"John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal"
tt10612922,7,2021-01-18,Quella notte a Miami...,One Night in Miami...,https://www.imdb.com/title/tt10612922,Film,7.1,114,2020,Drammatico,35548,2021-01-08,Regina King,"Kingsley Ben-Adir, Eli Goree, Aldis Hodge"
tt0096895,7,2021-01-06,Batman,Batman,https://www.imdb.com/title/tt0096895,Film,7.5,126,1989,"Avventura, Azione",426936,1989-10-20,Tim Burton,"Michael Keaton, Jack Nicholson, Kim Basinger"
tt3263904,7,2021-01-03,Sully,Sully,https://www.imdb.com/title/tt3263904,Film,7.4,96,2016,"Drammatico, Biografico",317707,2016-12-01,Clint Eastwood,"Tom Hanks, Aaron Eckhart, Laura Linney"
tt1907668,6,2021-01-03,Flight,Flight,https://www.imdb.com/title/tt1907668,Film,7.3,138,2012,"Drammatico, Thriller",393011,2013-01-24,Robert Zemeckis,"Denzel Washington, Kelly Reilly, Don Cheadle"
tt10539608,5,2020-12-29,The Midnight Sky,The Midnight Sky,https://www.imdb.com/title/tt10539608,Film,5.7,118,2020,"Drammatico, Fantascienza, Thriller, Avventura",92900,2020-12-23,George Clooney,"George Clooney, Felicity Jones, David Oyelowo"
tt0050817,6,2020-12-29,"Pane, amore e...","Pane, amore e.....",https://www.imdb.com/title/tt0050817,Film,6.5,110,1955,"Commedia, Sentimentale",2683,1955-12-22,Dino Risi,"Vittorio De Sica, Sophia Loren, Lea Padovani"
tt2948372,7,2020-12-27,Soul,Soul,https://www.imdb.com/title/tt2948372,Film,8.0,100,2020,"Animazione, Per famiglie, Avventura, Fantastico, Musica, Commedia, Drammatico",420435,2020-12-25,"Pete Docter,Kemp Powers","Jamie Foxx, Tina Fey, Graham Norton"
tt0238414,5,2020-12-27,Topolino e la magia del Natale,Mickey's Once Upon a Christmas,https://www.imdb.com/title/tt0238414,Video,7.0,66,1999,"Animazione, Commedia, Fantastico, Per famiglie",11686,1999-11-09,"Jun Falkenstein,Alex Mann,Bradley Raymond,Toby Shelton,Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor"
tt1056067,5,2020-12-27,Un giorno perfetto,Un giorno perfetto,https://www.imdb.com/title/tt1056067,Film,6.4,105,2008,Drammatico,1731,2008-09-05,Ferzan Özpetek,"Isabella Ferrari, Valerio Mastandrea, Valerio Binasco"
tt10048342,8,2020-12-20,La regina degli scacchi,The Queen's Gambit,https://www.imdb.com/title/tt10048342,Mini serie TV,8.5,60,2020,Drammatico,641876,2020-10-23,,"Anya Taylor-Joy, Chloe Pirrie, Bill Camp"
tt0352343,6,2020-12-20,La finestra di fronte,La finestra di fronte,https://www.imdb.com/title/tt0352343,Film,7.2,106,2003,"Sentimentale, Drammatico",12094,2003-02-28,Ferzan Özpetek,"Giovanna Mezzogiorno, Massimo Girotti, Raoul Bova"
tt10287954,7,2020-12-15,L'incredibile storia dell'Isola delle Rose,L'incredibile storia dell'isola delle rose,https://www.imdb.com/title/tt10287954,Film,7.0,117,2020,"Commedia, Drammatico, Avventura, Biografico",27150,2020-12-09,Sydney Sibilia,"Elio Germano, Leonardo Lidi, Matilda De Angelis"
tt10618286,5,2020-12-15,Mank,Mank,https://www.imdb.com/title/tt10618286,Film,6.8,131,2020,"Biografico, Drammatico",86714,2020-12-04,David Fincher,"Gary Oldman, Amanda Seyfried, Lily Collins"
tt8367814,5,2020-12-08,The Gentlemen,The Gentlemen,https://www.imdb.com/title/tt8367814,Film,7.8,113,2019,"Azione, Poliziesco, Commedia",446790,2020-05-07,Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery"
tt0090329,7,2020-12-01,Witness - Il testimone,Witness,https://www.imdb.com/title/tt0090329,Film,7.3,112,1985,"Poliziesco, Sentimentale, Drammatico, Thriller",111990,1985-05-24,Peter Weir,"Harrison Ford, Kelly McGillis, Lukas Haas"
tt0107818,7,2020-11-21,Philadelphia,Philadelphia,https://www.imdb.com/title/tt0107818,Film,7.7,125,1993,Drammatico,270677,1994-03-04,Jonathan Demme,"Tom Hanks, Denzel Washington, Roberta Maxwell"
tt0113277,8,2020-11-21,Heat - La sfida,Heat,https://www.imdb.com/title/tt0113277,Film,8.3,170,1995,"Drammatico, Azione, Poliziesco",782501,1996-02-09,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer"
tt1070874,8,2020-11-14,Il processo ai Chicago 7,The Trial of the Chicago 7,https://www.imdb.com/title/tt1070874,Film,7.7,129,2020,"Drammatico, Thriller, Storico",202974,2020-10-16,Aaron Sorkin,"Eddie Redmayne, Alex Sharp, Sacha Baron Cohen"
tt0454848,7,2020-11-08,Inside Man,Inside Man,https://www.imdb.com/title/tt0454848,Film,7.6,129,2006,"Poliziesco, Drammatico, Thriller, Giallo",419741,2006-04-07,Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster"
tt0150377,5,2020-11-04,Colpevole d'innocenza,Double Jeopardy,https://www.imdb.com/title/tt0150377,Film,6.5,105,1999,"Poliziesco, Drammatico, Giallo, Thriller",102210,2000-02-04,Bruce Beresford,"Ashley Judd, Tommy Lee Jones, Bruce Greenwood"
tt0114814,8,2020-11-02,I soliti sospetti,The Usual Suspects,https://www.imdb.com/title/tt0114814,Film,8.5,106,1995,"Drammatico, Poliziesco, Giallo, Thriller",1218982,1995-11-30,Bryan Singer,"Kevin Spacey, Gabriel Byrne, Chazz Palminteri"
tt0120787,5,2020-11-02,Delitto perfetto,A Perfect Murder,https://www.imdb.com/title/tt0120787,Film,6.6,107,1998,"Poliziesco, Drammatico, Thriller",97224,1998-10-09,Andrew Davis,"Michael Douglas, Gwyneth Paltrow, Viggo Mortensen"
